"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.gempId","Input.title","Input.rarity","Input.imageUrl","Answer.1-red.on","Answer.1-white.on","Answer.2-orange.on","Answer.2-white.on","Answer.3-blue.on","Answer.3-white.on","Answer.4-white.on","Answer.4-yellow.on","Answer.5-green.on","Answer.5-white.on","Answer.6-purple.on","Answer.6-white.on","Answer.counters","Answer.destiny","Answer.lore","Answer.powerdots","Answer.wcutc","Approve","Reject"
"3W0KKJIARQ8V2V9P27Q9H66IGIIK81","3ZT4KTA7QOEYA98CVCVQB955J8U32W","Look at a Young Jedi game card and record the data from the card","Young Jedi cards contain numbers with dice, power, damage, along with colored dots, and game text. The image will be displayed, along with card guide. Review the card and record the data from the card.","data collection, website, data extraction","$0.10","Mon Jul 26 19:00:38 PDT 2021","1","BatchId:4513756;OriginalHitTemplateId:928390855;","3600","259200","Mon Aug 02 19:00:38 PDT 2021","","","3BF51CHDTV9P4018RKFZ0JGV29PH0L","AQ5H9HKYEGCXA","Submitted","Mon Jul 26 19:01:30 PDT 2021","Mon Jul 26 19:10:38 PDT 2021","Thu Jul 29 19:10:38 PDT 2021","","","","548","0% (0/0)","0% (0/0)","0% (0/0)","1_121","At Last We Will Have Revenge","rare","https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/121atlastwewillhaverevenge.gif","false","false","false","false","false","false","false","true","false","false","false","false","3","5","""It is too late for them to stop us now"" -Darth Sidious","3","Use with Darth Maul. Add power bonus only if he fights any Jedi"
"3CIS7GGG64IQESOS9OGBF3B2TCEEUR","3ZT4KTA7QOEYA98CVCVQB955J8U32W","Look at a Young Jedi game card and record the data from the card","Young Jedi cards contain numbers with dice, power, damage, along with colored dots, and game text. The image will be displayed, along with card guide. Review the card and record the data from the card.","data collection, website, data extraction","$0.10","Mon Jul 26 19:00:38 PDT 2021","1","BatchId:4513756;OriginalHitTemplateId:928390855;","3600","259200","Mon Aug 02 19:00:38 PDT 2021","","","3ZSY5X72NXANWB7UPAT44OEJNLJORV","A3LF4NXQFARNB9","Submitted","Mon Jul 26 21:18:52 PDT 2021","Mon Jul 26 21:23:50 PDT 2021","Thu Jul 29 21:23:50 PDT 2021","","","","298","0% (0/0)","0% (0/0)","0% (0/0)","1_122","Begin Landing Your Troops","common","https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/122beginlandingyourtroops.gif","false","false","false","false","false","false","false","true","false","false","false","false","0","4","""We must accelerate our plans, Viceroy."" - Darth Sidious","1","Use with any two destroyer droids. They fight together."
"3OB6JN3A9POWAOOOMS9PN0TRVF1RMP","3ZT4KTA7QOEYA98CVCVQB955J8U32W","Look at a Young Jedi game card and record the data from the card","Young Jedi cards contain numbers with dice, power, damage, along with colored dots, and game text. The image will be displayed, along with card guide. Review the card and record the data from the card.","data collection, website, data extraction","$0.10","Mon Jul 26 19:00:38 PDT 2021","1","BatchId:4513756;OriginalHitTemplateId:928390855;","3600","259200","Mon Aug 02 19:00:38 PDT 2021","","","31IBVUNM9SYLJ5BIZRFOIRU8GR0FVQ","A174S1ZVVTSR58","Submitted","Tue Jul 27 01:26:49 PDT 2021","Tue Jul 27 01:34:43 PDT 2021","Fri Jul 30 01:34:43 PDT 2021","","","","474","0% (0/0)","0% (0/0)","0% (0/0)","1_123","Boonta Eve Podrace","uncommon","https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/123boontaevepodrace.gif","false","false","false","false","false","false","false","true","false","false","false","false","1","6","""I'm entered in the Boonta race tommorow"" -Anakin Skywalker","2","jabba the hutt,Gardulla the Hutt or Fode and Beed"
"3P4ZBJFX2U2VCADTZZFIF9HZQT4WFQ","3ZT4KTA7QOEYA98CVCVQB955J8U32W","Look at a Young Jedi game card and record the data from the card","Young Jedi cards contain numbers with dice, power, damage, along with colored dots, and game text. The image will be displayed, along with card guide. Review the card and record the data from the card.","data collection, website, data extraction","$0.10","Mon Jul 26 19:00:38 PDT 2021","1","BatchId:4513756;OriginalHitTemplateId:928390855;","3600","259200","Mon Aug 02 19:00:38 PDT 2021","","","38YMOXR4MUY2F1ICO8HGAN09U05W6I","A3LF4NXQFARNB9","Submitted","Mon Jul 26 21:23:51 PDT 2021","Mon Jul 26 21:27:17 PDT 2021","Thu Jul 29 21:27:17 PDT 2021","","","","206","0% (0/0)","0% (0/0)","0% (0/0)","1_124","Grueling Contest","uncommon","https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/124gruelingcontest.gif","false","false","false","false","false","false","false","true","false","false","false","false","0","4","""Everything around here revolves around betting on those awful races."" - Shmi Skywalker","2","Use with any Podracer pilot or any pit droid."
"309D674SHYKWLVV8D6TLKPJBJFUCBF","3ZT4KTA7QOEYA98CVCVQB955J8U32W","Look at a Young Jedi game card and record the data from the card","Young Jedi cards contain numbers with dice, power, damage, along with colored dots, and game text. The image will be displayed, along with card guide. Review the card and record the data from the card.","data collection, website, data extraction","$0.10","Mon Jul 26 19:00:38 PDT 2021","1","BatchId:4513756;OriginalHitTemplateId:928390855;","3600","259200","Mon Aug 02 19:00:38 PDT 2021","","","31LVTDXBL79FQQ4XCIDCC7APSGFRLI","AX2EWYWZM19AZ","Submitted","Mon Jul 26 21:23:03 PDT 2021","Mon Jul 26 21:27:35 PDT 2021","Thu Jul 29 21:27:35 PDT 2021","","","","272","0% (0/0)","0% (0/0)","0% (0/0)","1_125","In Complete Control","common","https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/125incompletecontrol.gif","false","false","false","false","false","false","false","true","false","false","false","false","0","4","“We are in complete control of the planet.”-Nute Gunray","2","Use with any battle droid"
"3DGDV62G7N8LR74GZIMG3WFEOSWP24","3ZT4KTA7QOEYA98CVCVQB955J8U32W","Look at a Young Jedi game card and record the data from the card","Young Jedi cards contain numbers with dice, power, damage, along with colored dots, and game text. The image will be displayed, along with card guide. Review the card and record the data from the card.","data collection, website, data extraction","$0.10","Mon Jul 26 19:00:38 PDT 2021","1","BatchId:4513756;OriginalHitTemplateId:928390855;","3600","259200","Mon Aug 02 19:00:38 PDT 2021","","","38YMOXR4MUY2F1ICO8HGAN09U036WQ","A25VL5VZ291SOC","Submitted","Mon Jul 26 20:58:30 PDT 2021","Mon Jul 26 21:02:27 PDT 2021","Thu Jul 29 21:02:27 PDT 2021","","","","237","0% (0/0)","0% (0/0)","0% (0/0)","1_126","Kaa Bazza Kundee Hodrudda!","uncommon","https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/126kaabazzakundeehodrudda.gif","false","false","false","false","false","false","false","true","false","false","false","false","0","4","""Chowbaso! Tam ka chee Boonta rulee ya, kee madda hodrudda du wundee."" — Jabba the Hutt","1","Use with Jabba and Bib Fortuna. They fight together."
"38LRF35D5KVN4U8VK4ZFWC752NOU3G","3ZT4KTA7QOEYA98CVCVQB955J8U32W","Look at a Young Jedi game card and record the data from the card","Young Jedi cards contain numbers with dice, power, damage, along with colored dots, and game text. The image will be displayed, along with card guide. Review the card and record the data from the card.","data collection, website, data extraction","$0.10","Mon Jul 26 19:00:38 PDT 2021","1","BatchId:4513756;OriginalHitTemplateId:928390855;","3600","259200","Mon Aug 02 19:00:38 PDT 2021","","","32XVDSJFPZWISO5XX4ZQBCH6GTM2MD","A1EGUIU449TKT8","Submitted","Mon Jul 26 20:40:34 PDT 2021","Mon Jul 26 20:44:30 PDT 2021","Thu Jul 29 20:44:30 PDT 2021","","","","236","0% (0/0)","0% (0/0)","0% (0/0)","1_127","Opee Sea Killer","common","https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/127opeeseakiller.gif","false","true","false","true","false","true","false","true","false","true","false","true","0","4","Tu as débloqué 'Royaume de Chocolat' - Voyage plus haut pour en débloquer davantage!","0","Tu as débloqué 'Royaume de Chocolat' - Voyage plus haut pour en débloquer davantage!"
"3X55NP42ENFACP0Z3I0LM6K6U6WP3F","3ZT4KTA7QOEYA98CVCVQB955J8U32W","Look at a Young Jedi game card and record the data from the card","Young Jedi cards contain numbers with dice, power, damage, along with colored dots, and game text. The image will be displayed, along with card guide. Review the card and record the data from the card.","data collection, website, data extraction","$0.10","Mon Jul 26 19:00:38 PDT 2021","1","BatchId:4513756;OriginalHitTemplateId:928390855;","3600","259200","Mon Aug 02 19:00:38 PDT 2021","","","38F5OAUN5NB3MB1SCJ08FYQIAN9H7Z","A1EGUIU449TKT8","Submitted","Mon Jul 26 20:52:46 PDT 2021","Mon Jul 26 20:53:18 PDT 2021","Thu Jul 29 20:53:18 PDT 2021","","","","32","0% (0/0)","0% (0/0)","0% (0/0)","1_128","Podrace Preparation","uncommon","https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/128podracepreparation.gif","false","true","false","true","false","true","false","true","false","true","false","true","0","4","Tu as débloqué 'Royaume de Chocolat' - Voyage plus haut pour en débloquer davantage!","2","Tu as débloqué 'Royaume de Chocolat' - Voyage plus haut pour en débloquer davantage!"
"3I7KR83SN9CVG0SZ7ZWNH21T0O0K9Q","3ZT4KTA7QOEYA98CVCVQB955J8U32W","Look at a Young Jedi game card and record the data from the card","Young Jedi cards contain numbers with dice, power, damage, along with colored dots, and game text. The image will be displayed, along with card guide. Review the card and record the data from the card.","data collection, website, data extraction","$0.10","Mon Jul 26 19:00:38 PDT 2021","1","BatchId:4513756;OriginalHitTemplateId:928390855;","3600","259200","Mon Aug 02 19:00:38 PDT 2021","","","3EQHHY4HQSRAZBSY4K3TWE0L4H1G5K","A1EGUIU449TKT8","Submitted","Mon Jul 26 20:47:23 PDT 2021","Mon Jul 26 20:48:09 PDT 2021","Thu Jul 29 20:48:09 PDT 2021","","","","46","0% (0/0)","0% (0/0)","0% (0/0)","1_129","Sandstorm","common","https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/129sandstorm.gif","false","true","false","true","false","true","false","true","false","true","false","true","0","5","Tu as débloqué 'Royaume de Chocolat' - Voyage plus haut pour en débloquer davantage!","3","Tu as débloqué 'Royaume de Chocolat' - Voyage plus haut pour en débloquer davantage!"
"3LN3BXKGCZU1QA9OAJL0XUHBR84WGP","3ZT4KTA7QOEYA98CVCVQB955J8U32W","Look at a Young Jedi game card and record the data from the card","Young Jedi cards contain numbers with dice, power, damage, along with colored dots, and game text. The image will be displayed, along with card guide. Review the card and record the data from the card.","data collection, website, data extraction","$0.10","Mon Jul 26 19:00:38 PDT 2021","1","BatchId:4513756;OriginalHitTemplateId:928390855;","3600","259200","Mon Aug 02 19:00:38 PDT 2021","","","39K0FND3AHE7XR01AJS5HU04SHEAMS","A1EGUIU449TKT8","Submitted","Mon Jul 26 20:46:18 PDT 2021","Mon Jul 26 20:46:47 PDT 2021","Thu Jul 29 20:46:47 PDT 2021","","","","29","0% (0/0)","0% (0/0)","0% (0/0)","1_130","Sniper","common","https://res.starwarsccg.org/youngjedi/cards/menaceofdarthmaul/dark/130sniper.gif","false","true","false","true","false","true","false","true","false","true","false","true","0","4","Tu as débloqué 'Royaume de Chocolat' - Voyage plus haut pour en débloquer davantage!","4","Tu as débloqué 'Royaume de Chocolat' - Voyage plus haut pour en débloquer davantage!"
